,stationcode,nombre,lat,lon,alt
0,35025090,BOSQUE INTERVENIDO   [35025090],4.664888888889,-73.846638888889,2944
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,71995,107737,0.67,71989,1,13/11/2005 09:00:00,27/02/2018 10:00:00
,PR,55515,60797,0.91,55515,1,31/12/2016 14:10:00,26/02/2018 19:00:00
,VV,54901,60791,0.9,54901,1,31/12/2016 14:10:00,26/02/2018 18:00:00
,RS,71740,107664,0.67,55977,0.78,13/11/2005 09:00:00,24/02/2018 09:00:00
160,21201200,ESC LA UNION AUTOMATICA[21201200],4.342944444444,-74.183888888889,3320
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,TS,378886,54000,7.02,378886,1,04/06/2010 13:10:00,01/08/2016 13:30:00
,PR,509030,451521,1.13,509030,1,01/01/2008 00:00:00,01/08/2016 13:30:00
,HR,275946,53828,5.13,275946,1,11/06/2010 17:30:00,01/08/2016 13:30:00
161,46015030,SAN VICENTE DEL CAGUAN AUTOMATICA [46015030],2.063,-74.762694444444,300
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,VV,9290,60786,0.15,9290,1,31/12/2016 19:00:00,26/02/2018 22:00:00
,VV,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,DV,9082,60366,0.15,9082,1,31/12/2016 19:00:00,24/02/2018 00:00:00
,HR,67029,111285,0.6,58017,0.87,18/06/2005 13:48:00,27/02/2018 11:00:00
,PR,56281,10132,5.55,56261,1,31/12/2016 14:10:00,26/02/2018 19:00:00
,PR,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,DV,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,RS,81229,117785,0.69,47035,0.58,17/09/2004 15:27:00,24/02/2018 09:00:00
162,48015010,A VASQUEZ COBO [48015010],-4.193861111111,-69.940916666667,84
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,VV,28135,195510,0.14,28135,1,01/08/2014 00:00:00,19/04/2018 17:00:00
,VV,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,DV,186414,32604,5.72,166933,0.9,31/07/2014 00:10:00,19/04/2018 13:00:00
,DV,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,HR,31069,32604,0.95,30523,0.98,31/07/2014 01:00:00,19/04/2018 13:00:00
,RS,27634,29974,0.92,27629,1,01/08/2014 01:00:00,31/12/2017 23:00:00
,TS,31069,32604,0.95,30445,0.98,31/07/2014 01:00:00,19/04/2018 13:00:00
163,54017040,TADO AUTOM   [54017040],5.265111111111,-76.56275,95
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,39926,9409,4.24,39926,1,31/12/2016 14:10:00,27/01/2018 15:50:00
,PR,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
164,15065190,MONGUI AUTOMATICA [15065190],11.226777777778,-72.820638888889,60
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,27355,51982,0.53,27202,0.99,24/03/2012 13:00:00,27/02/2018 11:00:00
,TS,31175,51853,0.6,31089,1,24/03/2012 13:00:00,22/02/2018 02:00:00
,DV,204578,311366,0.66,204372,1,24/03/2012 12:10:00,23/02/2018 18:30:00
,VV,204926,311773,0.66,179324,0.88,24/03/2012 12:10:00,26/02/2018 14:20:00
,PR,214811,311817,0.69,214636,1,24/03/2012 12:10:00,26/02/2018 21:40:00
165,26125710,APTO MATECAÑA AUTOM [26125710],4.812675,-75.739519444444,1342
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,DV,107967,168956,0.64,107962,1,08/12/2014 14:10:00,23/02/2018 21:30:00
,DV,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,PR,38829,44099,0.88,38829,1,26/04/2017 15:40:00,26/02/2018 21:30:00
,RS,17848,28171,0.63,13894,0.78,08/12/2014 15:00:00,24/02/2018 10:00:00
,TS,19426,29361,0.66,15673,0.81,08/12/2014 01:00:00,14/04/2018 10:00:00
,VV,116556,176171,0.66,115357,0.99,08/12/2014 00:10:00,14/04/2018 10:00:00
,HR,17920,28244,0.63,17920,1,08/12/2014 15:00:00,27/02/2018 11:00:00
,VV,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,HR,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
166,25025002,LOS ALAMOS AUTOM [25025002],9.304055555556,-74.273638888889,25
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,707,34794,0.02,707,1,01/01/2017 14:00:00,31/08/2017 05:00:00
,VV,202600,226269,0.9,180870,0.89,15/05/2013 13:00:00,02/09/2017 20:30:00
,PR,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,HR,36614,37711,0.97,36613,1,15/05/2013 13:00:00,02/09/2017 20:00:00
,DV,202575,226269,0.9,193191,0.95,15/05/2013 13:00:00,02/09/2017 20:30:00
167,24035370,EL ESPINO AUTOMATICA [24035370],6.506722222222,-72.452666666667,3510
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,490271,590850,0.83,490258,1,03/12/2006 18:00:00,26/02/2018 21:00:00
,DV,440356,590418,0.75,414560,0.94,03/12/2006 18:00:00,23/02/2018 21:00:00
,VV,433554,590838,0.73,431982,1,03/12/2006 18:00:00,26/02/2018 19:00:00
,HR,80440,98488,0.82,80439,1,03/12/2006 19:00:00,27/02/2018 11:00:00
168,35085080,LA CAPILLA AUTOM [35085080],5.099194444444,-73.436,1917
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,VV,52043,60678,0.86,52043,1,01/01/2017 10:00:00,26/02/2018 19:00:00
,PR,52163,60690,0.86,52161,1,01/01/2017 10:00:00,26/02/2018 21:00:00
,HR,94123,113874,0.83,88683,0.94,02/03/2005 17:00:00,27/02/2018 11:00:00
,DV,51566,60258,0.86,51564,1,01/01/2017 10:00:00,23/02/2018 21:00:00
,RS,101901,113800,0.9,71072,0.7,02/03/2005 17:00:00,24/02/2018 09:00:00
169,35167020,,0,0,0
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,38539,49985,0.77,38536,1,05/03/2017 04:10:00,15/02/2018 07:00:00
170,35035100,ICA VILLAVICENCIO AUTOMATICA [35035100],4.137388888889,-73.625,444
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,DV,267120,278561,0.96,261658,0.98,01/01/2013 02:10:00,19/04/2018 13:00:00
,VV,51062,60791,0.84,51062,1,31/12/2016 14:10:00,26/02/2018 18:00:00
,DV,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,HR,88207,96050,0.92,87999,1,15/03/2007 09:00:00,27/02/2018 11:00:00
,RS,92574,115248,0.8,76414,0.83,01/01/2005 08:08:00,24/02/2018 09:00:00
,HR,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,PR,56425,60803,0.93,56425,1,31/12/2016 14:10:00,26/02/2018 20:00:00
,RS,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,VV,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,TS,44630,46426,0.96,44568,1,01/01/2013 03:00:00,19/04/2018 13:00:00
171,800011,EDUARDO FALLA SOLANO,2.152,-74.766,280.4
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,250,82890,0,0,0,04/05/2008 14:00:00,18/10/2017 08:00:00
,TS,250,82890,0,49,0.2,04/05/2008 14:00:00,18/10/2017 08:00:00
,DV,250,82890,0,54,0.22,04/05/2008 14:00:00,18/10/2017 08:00:00
,VV,250,82890,0,248,0.99,04/05/2008 14:00:00,18/10/2017 08:00:00
,NUB,250,82890,0,168,0.67,04/05/2008 14:00:00,18/10/2017 08:00:00
,HR,250,82890,0,49,0.2,04/05/2008 14:00:00,18/10/2017 08:00:00
172,14015020,APTO RAFAEL NUNEZ [14015020],10.44725,-75.516027777778,2
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,DV,27495,190776,0.14,27495,1,02/09/2014 21:00:00,19/04/2018 17:00:00
,TS,29053,31812,0.91,28707,0.99,02/09/2014 01:00:00,19/04/2018 13:00:00
,VV,174318,31812,5.48,164681,0.94,02/09/2014 00:10:00,19/04/2018 13:00:00
,HR,29053,31812,0.91,28613,0.98,02/09/2014 01:00:00,19/04/2018 13:00:00
,DV,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,VV,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
173,14019030,ESC NAVAL CIOH AUTOM [14019030],10.390563888889,-75.533830555556,1
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,3281,431406,0.01,3281,1,06/11/2009 22:00:00,19/01/2018 19:00:00
,PR,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
174,21255160,HDA PAJONALES   [21255160],4.760722222222,-74.83425,277
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,VV,548502,694962,0.79,547571,1,10/12/2004 15:00:00,26/02/2018 18:00:00
,PR,555858,677214,0.82,551050,0.99,13/04/2005 00:00:00,26/02/2018 21:00:00
,DV,547768,676781,0.81,544807,0.99,13/04/2005 00:00:00,23/02/2018 20:50:00
,HR,91279,112882,0.81,91244,1,13/04/2005 00:00:00,27/02/2018 10:00:00
,RS,91301,112809,0.81,90136,0.99,13/04/2005 00:00:00,24/02/2018 09:00:00
175,26155220,VILLAMARIA AUTOM   [26155220],5.048666666667,-75.513888888889,1906
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,DV,458762,671058,0.68,454627,0.99,22/05/2005 18:00:00,23/02/2018 21:00:00
,PR,56375,60809,0.93,56375,1,31/12/2016 14:10:00,26/02/2018 21:00:00
,HR,89344,111929,0.8,89341,1,22/05/2005 18:00:00,27/02/2018 11:00:00
,RS,88867,111855,0.79,77511,0.87,22/05/2005 18:00:00,24/02/2018 09:00:00
,VV,473625,691889,0.68,473574,1,01/01/2005 00:10:00,26/02/2018 19:00:00
176,35167000,,0,0,0
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,29658,46697,0.64,29626,1,28/03/2017 00:10:00,15/02/2018 07:00:00
177,23195190,SAN ANTONIO SANTANDER AUTOMATICA [23195190],7.099527777778,-73.066194444444,1480
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,44792,81179,0.55,42884,0.96,09/02/2005 01:00:00,15/05/2014 12:00:00
,RS,42082,81177,0.52,38788,0.92,09/02/2005 01:00:00,15/05/2014 10:00:00
,DV,217750,487213,0.45,213542,0.98,08/02/2005 00:10:00,15/05/2014 10:20:00
,PR,267426,487069,0.55,260260,0.97,09/02/2005 00:10:00,15/05/2014 10:20:00
,VV,216886,487069,0.45,216072,1,09/02/2005 00:10:00,15/05/2014 10:20:00
178,800350,ALMIRANTE PADILLA,11.526,-72.926,13.1
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,40342,87506,0.46,40231,1,04/05/2008 14:00:00,28/04/2018 16:00:00
,TS,40342,87506,0.46,40276,1,04/05/2008 14:00:00,28/04/2018 16:00:00
,PR,40342,87506,0.46,3885,0.1,04/05/2008 14:00:00,28/04/2018 16:00:00
,VV,40342,87506,0.46,39992,0.99,04/05/2008 14:00:00,28/04/2018 16:00:00
,NUB,40342,87506,0.46,35191,0.87,04/05/2008 14:00:00,28/04/2018 16:00:00
,DV,40342,87506,0.46,35511,0.88,04/05/2008 14:00:00,28/04/2018 16:00:00
179,21201580,PASQUILLA AUTOMATICA [21201580],4.4465,-74.154833333333,3
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,73008,63152,1.16,73008,1,21/05/2015 00:10:00,01/08/2016 13:30:00
,TS,72785,10525,6.92,1,0,21/05/2015 00:10:00,01/08/2016 13:30:00
,HR,72729,10525,6.91,72729,1,21/05/2015 00:10:00,01/08/2016 13:30:00
180,44035040,FLORENCIA-DESLIZAMIENTOS AUTOMATICA [44035040],1.733,-75.645027777778,600
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,RS,69478,104777,0.66,61535,0.89,15/02/2006 19:00:00,29/01/2018 12:00:00
,VV,40383,56723,0.71,40383,1,31/12/2016 14:10:00,29/01/2018 12:00:00
,DV,39877,56723,0.7,39877,1,31/12/2016 14:10:00,29/01/2018 12:00:00
,HR,67907,104777,0.65,67815,1,15/02/2006 19:00:00,29/01/2018 12:00:00
,PR,41350,56723,0.73,41350,1,31/12/2016 14:10:00,29/01/2018 12:00:00
181,801320,TAME/TAME,6.45,-71.75,350
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,DV,99,30123,0,79,0.8,04/05/2008 14:00:00,11/10/2011 17:00:00
,VV,99,30123,0,98,0.99,04/05/2008 14:00:00,11/10/2011 17:00:00
,PR,99,30123,0,0,0,04/05/2008 14:00:00,11/10/2011 17:00:00
,TS,99,30123,0,99,1,04/05/2008 14:00:00,11/10/2011 17:00:00
,HR,99,30123,0,96,0.97,04/05/2008 14:00:00,11/10/2011 17:00:00
,NUB,99,30123,0,94,0.95,04/05/2008 14:00:00,11/10/2011 17:00:00
182,801540,MARIQUITA,5.217,-74.883,467
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,TS,148,68759,0,18,0.12,19/06/2010 13:00:00,23/04/2018 12:00:00
,HR,148,68759,0,18,0.12,19/06/2010 13:00:00,23/04/2018 12:00:00
,NUB,148,68759,0,134,0.91,19/06/2010 13:00:00,23/04/2018 12:00:00
,PR,148,68759,0,0,0,19/06/2010 13:00:00,23/04/2018 12:00:00
,VV,148,68759,0,128,0.86,19/06/2010 13:00:00,23/04/2018 12:00:00
,DV,148,68759,0,86,0.58,19/06/2010 13:00:00,23/04/2018 12:00:00
183,802222,JOSE CELESTINO MUTIS,6.203,-77.395,24.4
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,NUB,122,87382,0,121,0.99,04/05/2008 14:00:00,23/04/2018 12:00:00
,VV,122,87382,0,110,0.9,04/05/2008 14:00:00,23/04/2018 12:00:00
,TS,122,87382,0,73,0.6,04/05/2008 14:00:00,23/04/2018 12:00:00
,HR,122,87382,0,70,0.57,04/05/2008 14:00:00,23/04/2018 12:00:00
,PR,122,87382,0,0,0,04/05/2008 14:00:00,23/04/2018 12:00:00
,DV,122,87382,0,71,0.58,04/05/2008 14:00:00,23/04/2018 12:00:00
184,804470,SAN ANTONIO DEL TACHIRA,7.841,-72.44,399.9
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,TS,49300,87651,0.56,49033,0.99,30/04/2008 19:00:00,30/04/2018 22:00:00
,DV,49300,87651,0.56,18425,0.37,30/04/2008 19:00:00,30/04/2018 22:00:00
,NUB,49300,87651,0.56,48472,0.98,30/04/2008 19:00:00,30/04/2018 22:00:00
,PR,49300,87651,0.56,1120,0.02,30/04/2008 19:00:00,30/04/2018 22:00:00
,HR,49300,87651,0.56,48583,0.99,30/04/2008 19:00:00,30/04/2018 22:00:00
,VV,49300,87651,0.56,32488,0.66,30/04/2008 19:00:00,30/04/2018 22:00:00
185,26115090,LAS BRISAS AUTOM  [26115090],4.775583333333,-76.144277777778,1971
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,RS,87354,111312,0.78,80080,0.92,14/06/2005 09:00:00,24/02/2018 09:00:00
,HR,87038,111386,0.78,86644,1,14/06/2005 09:00:00,27/02/2018 11:00:00
,VV,480671,668221,0.72,480561,1,14/06/2005 08:50:00,26/02/2018 19:00:00
,PR,45472,60809,0.75,45472,1,31/12/2016 14:10:00,26/02/2018 21:00:00
,DV,498278,667801,0.75,494254,0.99,14/06/2005 08:50:00,23/02/2018 21:00:00
186,37015030,BERLIN AUTOMATICA [37015030],7.187,-72.8685,3316
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,67708,110392,0.61,67696,1,25/07/2005 19:00:00,27/02/2018 11:00:00
,VV,55955,60681,0.92,55955,1,01/01/2017 09:30:00,26/02/2018 19:00:00
,DV,55804,60261,0.93,55790,1,01/01/2017 09:30:00,23/02/2018 21:00:00
,PR,56416,60693,0.93,56414,1,01/01/2017 09:30:00,26/02/2018 21:00:00
187,27015310,METROMEDELLIN    [27015310],6.32975,-75.552111111111,1440
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,DV,424190,667761,0.64,424175,1,14/06/2005 15:30:00,23/02/2018 21:00:00
,HR,43429,46428,0.94,38945,0.9,01/01/2013 01:00:00,19/04/2018 13:00:00
,VV,417196,668181,0.62,412824,0.99,14/06/2005 15:30:00,26/02/2018 19:00:00
,RS,80932,111304,0.73,77579,0.96,14/06/2005 17:00:00,24/02/2018 09:00:00
,HR,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,PR,55144,60809,0.91,55144,1,31/12/2016 14:10:00,26/02/2018 21:00:00
,RS,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,DV,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,VV,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,TS,43429,46428,0.94,37062,0.85,01/01/2013 01:00:00,19/04/2018 13:00:00
188,21055070,INZA AUTOMATICA [21055070],2.548194444444,-76.063944444444,1800
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,DV,264880,645956,0.41,262722,0.99,13/11/2005 00:40:00,23/02/2018 20:00:00
,HR,68031,107746,0.63,67938,1,13/11/2005 01:00:00,27/02/2018 11:00:00
,TS,92289,107654,0.86,83238,0.9,13/11/2005 01:00:00,23/02/2018 15:00:00
,RS,69057,107672,0.64,62344,0.9,13/11/2005 01:00:00,24/02/2018 09:00:00
,PR,405483,646388,0.63,405348,1,13/11/2005 00:40:00,26/02/2018 20:00:00
,VV,192267,646376,0.3,192168,1,13/11/2005 00:40:00,26/02/2018 18:00:00
189,25025380,,0,0,0
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,DV,164496,177193,0.93,164434,1,03/10/2014 18:50:00,15/02/2018 07:00:00
,PR,34809,56369,0.62,34809,1,19/01/2017 20:10:00,15/02/2018 07:00:00
,HR,27728,29644,0.94,27728,1,03/10/2014 19:00:00,19/02/2018 23:00:00
,VV,164527,177192,0.93,164446,1,03/10/2014 19:00:00,15/02/2018 07:00:00
190,26135330,LA LAGUNA DEL OTUN [26135330],4.776361111111,-75.4125,3944
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,DV,93203,413784,0.23,93185,1,13/04/2010 09:00:00,23/02/2018 21:00:00
,PR,56439,60809,0.93,56439,1,31/12/2016 14:10:00,26/02/2018 21:00:00
,HR,39048,69050,0.57,39036,1,13/04/2010 09:00:00,27/02/2018 11:00:00
,RS,39126,68973,0.57,39122,1,13/04/2010 12:00:00,24/02/2018 09:00:00
,VV,78595,256914,0.31,78572,1,09/04/2013 16:00:00,26/02/2018 19:00:00
191,802226,EL YOPAL,5.319,-72.384,313.3
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,VV,774,87382,0.01,773,1,04/05/2008 14:00:00,23/04/2018 12:00:00
,TS,774,87382,0.01,771,1,04/05/2008 14:00:00,23/04/2018 12:00:00
,NUB,774,87382,0.01,686,0.89,04/05/2008 14:00:00,23/04/2018 12:00:00
,PR,774,87382,0.01,0,0,04/05/2008 14:00:00,23/04/2018 12:00:00
,DV,774,87382,0.01,621,0.8,04/05/2008 14:00:00,23/04/2018 12:00:00
,HR,774,87382,0.01,771,1,04/05/2008 14:00:00,23/04/2018 12:00:00
192,26035090,LA LAGUNA DE CAJIBIO [26035090],2.699175,-76.595444444444,1872
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,DV,169817,226103,0.75,169806,1,15/12/2006 18:10:00,03/04/2011 22:00:00
,HR,29688,37683,0.79,29687,1,15/12/2006 19:00:00,03/04/2011 22:00:00
,VV,25900,27689,0.94,25896,1,23/09/2010 15:10:00,03/04/2011 22:00:00
,RS,29273,37683,0.78,29181,1,15/12/2006 19:00:00,03/04/2011 22:00:00
193,21215160,CERROS NOROCCIDENT   [21215160],4.470361111111,-75.243861111111,1946
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,RS,79924,108110,0.74,75665,0.95,25/10/2005 19:00:00,24/02/2018 09:00:00
,HR,81008,108184,0.75,81006,1,25/10/2005 19:00:00,27/02/2018 11:00:00
,DV,406582,648584,0.63,406499,1,25/10/2005 18:40:00,23/02/2018 20:00:00
,PR,485497,649022,0.75,479960,0.99,25/10/2005 18:40:00,26/02/2018 21:00:00
,VV,414882,649004,0.64,408766,0.99,25/10/2005 18:40:00,26/02/2018 18:00:00
194,22057010,PIEDRAS DE COBRE  [22057010],3.908388888889,-75.103277777778,3452
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,645060,685773,0.94,640302,0.99,12/02/2005 12:30:00,26/02/2018 20:00:00
195,26055120,UNIV DEL VALLE  [26055120],3.378,-76.533888888889,996
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,RS,89007,115251,0.77,78477,0.88,01/01/2005 05:48:00,24/02/2018 09:00:00
,VV,378331,597007,0.63,355569,0.94,21/10/2006 20:44:00,26/02/2018 18:00:00
,HR,84428,98881,0.85,84423,1,17/11/2006 09:00:00,27/02/2018 10:00:00
,RS,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,DV,374871,554472,0.68,368579,0.98,21/11/2006 22:00:00,07/06/2017 10:00:00
,PR,55765,60791,0.92,55765,1,31/12/2016 16:10:00,26/02/2018 20:00:00
196,35235040,,0,0,0
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,509,1028,0.5,509,1,30/10/2017 16:00:07,12/12/2017 12:00:07
,PR,2970,6173,0.48,2970,1,30/10/2017 15:10:07,12/12/2017 12:00:07
,DV,3054,6173,0.49,3054,1,30/10/2017 15:10:07,12/12/2017 12:00:07
,VV,2024,6173,0.33,2024,1,30/10/2017 15:10:07,12/12/2017 12:00:07
197,52025080,ESTRECHO PATIA   [52025080],1.962777777778,-77.120277777778,720
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,66645,109198,0.61,66641,1,13/09/2005 13:00:00,27/02/2018 11:00:00
,VV,41208,60791,0.68,41208,1,31/12/2016 14:10:00,26/02/2018 18:00:00
,DV,40033,60371,0.66,40033,1,31/12/2016 14:10:00,23/02/2018 20:00:00
,PR,48945,60803,0.8,48945,1,31/12/2016 14:10:00,26/02/2018 20:00:00
,RS,65963,109123,0.6,51983,0.79,13/09/2005 14:00:00,24/02/2018 09:00:00
198,693774,APIAY (TMQ 53),4.07,-73.55,378
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,DV,66148,59946,1.1,26297,0.4,30/04/2008 19:00:00,03/03/2015 13:55:00
,HR,66148,59946,1.1,65865,1,30/04/2008 19:00:00,03/03/2015 13:55:00
,VV,66148,59946,1.1,66037,1,30/04/2008 19:00:00,03/03/2015 13:55:00
,NUB,66148,59946,1.1,423,0.01,30/04/2008 19:00:00,03/03/2015 13:55:00
,PR,66148,59946,1.1,5129,0.08,30/04/2008 19:00:00,03/03/2015 13:55:00
,TS,66148,59946,1.1,66010,1,30/04/2008 19:00:00,03/03/2015 13:55:00
199,800910,YARIGUIES,7.024,-73.807,125.6
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,VV,37503,87506,0.43,37321,1,04/05/2008 14:00:00,28/04/2018 16:00:00
,TS,37503,87506,0.43,37463,1,04/05/2008 14:00:00,28/04/2018 16:00:00
,DV,37503,87506,0.43,18270,0.49,04/05/2008 14:00:00,28/04/2018 16:00:00
,PR,37503,87506,0.43,5100,0.14,04/05/2008 14:00:00,28/04/2018 16:00:00
,HR,37503,87506,0.43,37435,1,04/05/2008 14:00:00,28/04/2018 16:00:00
,NUB,37503,87506,0.43,36996,0.99,04/05/2008 14:00:00,28/04/2018 16:00:00
200,35027510,CALOSTROS BAJO   [35027510],4.673777777778,-73.818888888889,2943
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,56352,60809,0.93,56342,1,31/12/2016 14:10:00,26/02/2018 21:00:00
,HR,67171,78688,0.85,49319,0.73,07/03/2009 19:00:00,27/02/2018 11:00:00
201,35025080,PNN CHINGAZA AUTOM  [35025080],4.661,-73.827333333333,3205
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,72484,90139,0.8,72419,1,16/11/2007 16:00:00,27/02/2018 11:00:00
,VV,408578,540738,0.76,407582,1,16/11/2007 16:00:00,26/02/2018 19:00:00
,DV,339416,540281,0.63,339392,1,16/11/2007 16:00:00,23/02/2018 14:50:00
,PR,55789,60797,0.92,55789,1,31/12/2016 16:10:00,26/02/2018 21:00:00
202,804453,LA FRIA,8.239,-72.271,93
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,VV,11137,79658,0.14,11066,0.99,19/08/2008 11:00:00,20/09/2017 13:00:00
,HR,11137,79658,0.14,23,0,19/08/2008 11:00:00,20/09/2017 13:00:00
,PR,11137,79658,0.14,0,0,19/08/2008 11:00:00,20/09/2017 13:00:00
,TS,11137,79658,0.14,23,0,19/08/2008 11:00:00,20/09/2017 13:00:00
,NUB,11137,79658,0.14,9617,0.86,19/08/2008 11:00:00,20/09/2017 13:00:00
,DV,11137,79658,0.14,226,0.02,19/08/2008 11:00:00,20/09/2017 13:00:00
203,29065120,BATALLON NO. 6 AUTOMATICA [29065120],10.465361111111,-73.927777777778,1280
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,VV,110154,631741,0.17,106921,0.97,22/02/2006 15:50:00,26/02/2018 18:00:00
,HR,86016,105307,0.82,86008,1,22/02/2006 16:00:00,27/02/2018 11:00:00
,DV,237557,631333,0.38,224493,0.95,22/02/2006 15:50:00,23/02/2018 22:00:00
,RS,85546,105233,0.81,80799,0.94,22/02/2006 17:00:00,24/02/2018 10:00:00
,PR,55598,60697,0.92,55598,1,01/01/2017 09:50:00,26/02/2018 22:00:00
204,800840,ANTONIO ROLDAN BETANCOURT,7.812,-76.716,14
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,NUB,39823,87506,0.46,39739,1,04/05/2008 14:00:00,28/04/2018 16:00:00
,TS,39823,87506,0.46,39625,1,04/05/2008 14:00:00,28/04/2018 16:00:00
,VV,39823,87506,0.46,39703,1,04/05/2008 14:00:00,28/04/2018 16:00:00
,PR,39823,87506,0.46,5248,0.13,04/05/2008 14:00:00,28/04/2018 16:00:00
